127.0.0.1 - - [22/Jul/2018:22:33:56 +0530] "GET / HTTP/1.1" 404 1073
127.0.0.1 - - [22/Jul/2018:22:33:57 +0530] "GET /LetsTalkFrontend/ HTTP/1.1" 304 -
127.0.0.1 - - [22/Jul/2018:22:33:57 +0530] "GET /LetsTalkFrontend/resources/js/RouteConfig.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Jul/2018:22:33:57 +0530] "GET /LetsTalkFrontend/c_user/UserController.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Jul/2018:22:33:57 +0530] "GET /LetsTalkFrontend/c_chat/ChatController.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Jul/2018:22:33:57 +0530] "GET /LetsTalkFrontend/c_blog/BlogController.js HTTP/1.1" 200 11162
127.0.0.1 - - [22/Jul/2018:22:33:57 +0530] "GET /LetsTalkFrontend/resources/css/lt-styles.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Jul/2018:22:33:57 +0530] "GET /LetsTalkFrontend/c_chat/ChatService.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Jul/2018:22:33:58 +0530] "GET /LetsTalkFrontend/c_friend/FriendController.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Jul/2018:22:33:58 +0530] "GET /LetsTalkFrontend/c_job/JobController.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Jul/2018:22:33:59 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BcurrentUser.emailID%7D%7D. HTTP/1.1" 200 -
127.0.0.1 - - [22/Jul/2018:22:33:59 +0530] "GET /LetsTalkFrontend/resources/img/user.png HTTP/1.1" 200 71690
127.0.0.1 - - [22/Jul/2018:22:33:59 +0530] "GET /LetsTalkFrontend/Home.html HTTP/1.1" 200 1207
127.0.0.1 - - [22/Jul/2018:22:33:59 +0530] "GET /LetsTalkMiddleware//listAllJobs HTTP/1.1" 200 899
0:0:0:0:0:0:0:1 - - [22/Jul/2018:22:34:14 +0530] "GET /LetsTalkFrontend/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jul/2018:22:34:14 +0530] "GET /LetsTalkFrontend/c_chat/ChatService.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jul/2018:22:34:14 +0530] "GET /LetsTalkFrontend/c_blog/BlogController.js HTTP/1.1" 304 -
